Person Number,Sex,Race,Age,Undergraduate School Name,Undergraduate GPA,Undergraduate Major,Graduate School Name,Graduate GPA,Graduate Major,Activity1,Activity2,Activity3,Activity4,Activity5,Activity6,Activity7,Skill1,Skill2,Skill3,Skill4,Skill5,Is Employed
2887,1,4,32,33,3,6,33,3,6,1,4,27,23,25,0,0,9,7,5,0,0,0
2888,1,5,28,30,3,5,30,3,5,1,2,14,25,27,0,0,10,16,11,0,0,0
2889,1,4,24,8,3.6,6,8,3.6,6,4,5,22,15,17,19,14,11,17,8,7,6,0
2890,1,1,29,29,2.6,2,29,2.6,2,5,6,23,25,0,0,0,1,17,0,0,0,0
2891,1,1,33,34,3.1,2,34,3.1,2,1,6,15,14,16,0,0,11,10,5,0,0,0
2892,1,1,32,20,3.5,4,20,3.5,4,2,3,18,20,16,24,0,9,7,8,1,0,0
2893,1,3,27,2,3.7,4,2,3.7,4,3,6,20,25,24,26,27,10,14,8,2,5,0
2894,1,2,36,21,2.9,5,21,2.9,5,3,5,20,19,0,0,0,8,15,0,0,0,0
2895,1,4,26,45,2.6,6,45,2.6,6,3,2,15,18,0,0,0,15,6,0,0,0,0
2896,1,4,32,41,2.6,5,41,2.6,5,6,5,19,22,0,0,0,10,12,0,0,0,0
2897,1,4,37,24,3.3,3,24,3.3,3,4,5,17,22,26,14,0,13,10,1,4,0,0
2898,1,1,35,22,2.9,5,22,2.9,5,3,2,17,22,21,0,0,8,1,12,0,0,0
2899,1,0,22,18,3.7,6,18,3.7,6,1,5,23,27,24,14,22,1,3,2,9,6,0
2900,1,1,35,44,3.1,2,44,3.1,2,4,3,26,19,0,0,0,1,17,0,0,0,0
2901,1,5,33,22,3.1,3,22,3.1,3,5,6,16,26,22,0,0,17,9,2,0,0,0
2902,1,3,33,39,2.9,4,39,2.9,4,5,2,27,15,18,0,0,11,7,14,0,0,0
2903,1,4,22,36,2.7,1,36,2.7,1,3,5,26,27,0,0,0,3,16,0,0,0,0
2904,1,2,26,8,3.6,3,8,3.6,3,4,1,24,22,15,23,21,11,10,3,5,12,0
2905,1,1,22,4,3.6,1,4,3.6,1,5,4,23,27,20,19,24,14,15,12,3,17,0
2906,1,5,30,29,3.1,6,29,3.1,6,3,2,21,18,0,0,0,8,6,0,0,0,0
2907,1,1,22,33,3.3,3,33,3.3,3,2,1,22,18,25,0,0,5,11,2,0,0,0
2908,1,4,36,2,3.7,6,2,3.7,6,6,3,14,26,23,17,19,17,5,15,10,1,0
2909,1,0,37,6,3.7,3,6,3.7,3,1,3,18,20,17,26,27,9,13,11,1,3,0
2910,1,0,36,18,3.7,4,18,3.7,4,2,5,20,26,19,23,16,10,8,14,5,6,0
2911,1,4,27,49,3.1,1,49,3.1,1,6,1,16,18,0,0,0,14,16,0,0,0,0
2912,1,0,34,28,3.3,1,28,3.3,1,2,3,16,24,27,14,0,3,2,17,12,0,0
2913,1,5,31,37,3.1,6,37,3.1,6,4,1,14,26,27,0,0,11,5,3,0,0,0
2914,1,4,33,24,3.2,2,24,3.2,2,3,4,16,18,27,0,0,4,5,13,0,0,0
2915,1,3,31,40,2.7,1,40,2.7,1,1,3,24,26,0,0,0,16,7,0,0,0,0
2916,1,5,35,24,3.2,3,24,3.2,3,4,3,25,17,26,0,0,15,10,2,0,0,0
2917,1,1,23,34,3,4,34,3,4,2,4,26,27,24,0,0,7,5,6,0,0,0
2918,1,5,27,29,2.8,4,29,2.8,4,4,1,23,19,0,0,0,16,14,0,0,0,0
2919,1,0,36,6,3.7,5,6,3.7,5,3,1,20,22,17,14,27,3,10,1,11,17,0
2920,1,5,28,24,3.3,5,24,3.3,5,5,4,20,14,24,21,0,16,4,11,13,0,0
2921,1,1,34,42,3.1,2,42,3.1,2,2,4,27,23,0,0,0,2,9,0,0,0,0
2922,1,0,22,27,3.3,2,27,3.3,2,3,6,22,16,21,17,0,3,11,17,16,0,0
2923,1,0,39,38,2.8,2,38,2.8,2,1,4,19,27,0,0,0,3,6,0,0,0,0
2924,1,0,32,13,3.5,5,13,3.5,5,4,2,15,25,18,19,26,13,10,14,3,4,0
2925,1,1,30,23,3.1,5,23,3.1,5,5,2,27,18,0,0,0,5,17,0,0,0,0
2926,1,1,34,39,3.2,6,39,3.2,6,5,3,25,27,18,0,0,15,9,17,0,0,0
2927,1,2,28,26,3.3,4,26,3.3,4,3,2,18,14,22,16,0,12,15,6,17,0,0
2928,1,5,35,37,3.1,5,37,3.1,5,5,4,25,15,0,0,0,10,6,0,0,0,0
2929,1,0,22,22,3.3,6,22,3.3,6,1,4,17,20,27,0,0,17,15,13,0,0,0
2930,1,4,28,22,2.9,4,22,2.9,4,4,3,24,22,0,0,0,4,8,0,0,0,0
2931,1,4,39,34,2.9,4,34,2.9,4,4,6,22,23,0,0,0,13,10,0,0,0,0
2932,1,4,39,28,2.6,4,28,2.6,4,2,1,14,27,0,0,0,15,13,0,0,0,0
2933,1,1,37,32,3.1,3,32,3.1,3,3,1,20,23,0,0,0,11,13,0,0,0,0
2934,1,1,27,19,3.2,4,19,3.2,4,3,1,23,24,15,20,0,17,12,4,13,0,0
2935,1,1,36,17,3.4,6,17,3.4,6,4,3,27,17,23,18,0,17,13,6,2,0,0
2936,1,2,23,29,3.1,1,29,3.1,1,1,2,17,23,20,0,0,13,10,11,0,0,0
2937,1,2,31,28,3.3,1,28,3.3,1,3,6,15,20,22,18,0,4,6,8,14,0,0
2938,1,0,35,6,3.6,3,6,3.6,3,2,5,27,14,25,19,26,14,13,12,16,7,0
2939,1,5,32,15,3.3,4,15,3.3,4,2,3,18,16,26,25,0,17,10,7,6,0,0
2940,1,3,38,15,3.5,2,15,3.5,2,6,3,21,16,22,19,0,10,4,11,17,0,0
2941,1,3,26,20,2.7,5,20,2.7,5,6,3,23,22,0,0,0,2,3,0,0,0,0
2942,1,4,39,13,3.5,3,13,3.5,3,2,4,15,23,19,16,27,1,17,3,9,8,0
2943,1,2,22,18,3.4,1,18,3.4,1,2,3,21,27,25,22,0,11,7,14,16,0,0
2944,1,3,37,11,3.3,2,11,3.3,2,3,2,27,20,24,21,0,6,1,8,4,0,0
2945,1,4,26,13,3.4,3,13,3.4,3,3,2,17,16,15,20,0,15,13,8,16,0,0
2946,1,4,31,23,3.3,5,23,3.3,5,3,2,16,17,18,25,0,12,2,7,13,0,0
2947,1,4,39,42,2.8,4,42,2.8,4,3,1,27,14,0,0,0,10,2,0,0,0,0
2948,1,3,22,9,3.7,1,9,3.7,1,5,2,23,19,26,16,15,2,12,1,17,4,0
2949,1,1,28,30,3.1,1,30,3.1,1,1,5,25,23,0,0,0,15,16,0,0,0,0
2950,1,5,22,32,3.1,2,32,3.1,2,3,5,20,18,0,0,0,13,15,0,0,0,0
2951,1,4,29,14,3.7,2,14,3.7,2,4,2,14,26,17,19,16,13,12,3,16,6,0
2952,1,1,26,27,3.3,6,27,3.3,6,2,3,19,14,17,15,0,5,10,3,12,0,0
2953,1,4,28,29,3.4,3,29,3.4,3,2,3,21,20,14,19,0,17,12,2,15,0,0
2954,1,2,30,3,3.7,5,3,3.7,5,6,5,18,19,25,26,16,17,10,7,5,14,0
2955,1,3,25,26,3.2,6,26,3.2,6,6,4,14,20,19,23,0,17,10,7,4,0,0
2956,1,2,33,13,3.4,1,13,3.4,1,2,5,22,16,21,18,0,10,2,15,9,0,0
2957,1,3,33,22,3.2,2,22,3.2,2,6,1,21,16,17,24,0,13,16,14,6,0,0
2958,1,0,22,29,3.4,6,29,3.4,6,2,1,14,26,15,21,0,6,7,5,1,0,0
2959,1,2,26,11,3.5,1,11,3.5,1,6,1,15,23,25,24,26,13,4,17,11,5,0
2960,1,2,22,27,2.7,5,27,2.7,5,1,6,27,21,0,0,0,12,9,0,0,0,0
2961,1,1,23,24,3.1,5,24,3.1,5,5,1,17,26,0,0,0,4,11,0,0,0,0
2962,1,3,35,16,3.5,3,16,3.5,3,6,2,24,14,21,19,25,10,12,15,3,4,0
2963,1,2,31,28,3.2,3,28,3.2,3,2,3,25,17,14,0,0,3,14,7,0,0,0
2964,1,4,35,19,3.2,2,19,3.2,2,2,5,26,22,17,24,0,1,15,13,8,0,0
2965,1,1,25,12,3.5,1,12,3.5,1,2,3,24,15,18,25,20,2,16,6,9,3,0
2966,1,5,37,43,2.7,3,43,2.7,3,4,3,26,17,0,0,0,6,5,0,0,0,0
2967,1,0,33,38,2.8,3,38,2.8,3,4,1,24,16,0,0,0,10,3,0,0,0,0
2968,1,2,29,44,3.1,3,44,3.1,3,3,1,24,21,0,0,0,13,2,0,0,0,0
2969,1,2,30,27,3.1,4,27,3.1,4,1,3,14,20,23,0,0,15,12,8,0,0,0
2970,1,3,36,28,3.2,1,28,3.2,1,4,3,27,21,26,19,0,4,3,11,9,0,0
2971,1,1,23,10,3.6,3,10,3.6,3,6,3,24,18,14,16,17,6,5,15,16,1,0
2972,1,1,27,23,3.3,5,23,3.3,5,4,5,18,19,15,25,0,4,11,6,14,0,0
2973,1,2,26,28,3.2,6,28,3.2,6,4,5,24,15,14,0,0,8,12,15,0,0,0
2974,1,0,32,10,3.7,4,10,3.7,4,1,4,23,26,15,24,25,3,15,1,10,9,0
2975,1,3,28,14,3.6,1,14,3.6,1,6,1,19,17,20,24,14,7,5,1,2,9,0
2976,1,3,25,37,2.8,4,37,2.8,4,6,4,27,19,0,0,0,2,16,0,0,0,0
2977,1,0,31,16,3.7,2,16,3.7,2,2,5,20,23,26,21,25,5,13,16,14,15,0
2978,1,1,38,9,3.5,1,9,3.5,1,3,4,23,16,15,19,17,12,3,4,8,5,0
2979,1,1,30,45,2.9,3,45,2.9,3,5,6,16,23,0,0,0,11,8,0,0,0,0
2980,1,4,29,49,2.6,5,49,2.6,5,4,1,20,26,0,0,0,6,2,0,0,0,0
2981,1,2,28,18,3.4,5,18,3.4,5,3,1,16,14,24,27,0,5,15,6,8,0,0
2982,1,0,39,35,3.3,2,35,3.3,2,4,6,26,20,27,0,0,15,6,9,0,0,0
2983,1,4,33,27,3.1,2,27,3.1,2,2,1,23,18,0,0,0,9,13,0,0,0,0
2984,1,2,33,27,3.5,3,27,3.5,3,6,5,27,14,15,25,0,14,11,5,16,0,0
2985,1,3,32,21,3.3,5,21,3.3,5,5,4,19,16,17,0,0,11,10,4,0,0,0
2986,1,0,24,26,2.9,3,26,2.9,3,5,6,25,16,0,0,0,9,10,0,0,0,0
2987,1,3,36,20,3.5,3,20,3.5,3,3,5,19,22,20,18,0,8,5,14,16,0,0
2988,1,0,39,13,3.5,6,13,3.5,6,6,3,25,21,14,22,0,3,15,14,7,0,0
2989,1,0,23,2,3.5,5,2,3.5,5,4,2,25,22,18,24,27,1,9,14,17,16,0
2990,1,4,36,40,3.1,2,40,3.1,2,4,6,19,15,0,0,0,1,5,0,0,0,0
2991,1,4,23,2,3.7,2,2,3.7,2,5,6,23,21,15,18,26,16,15,11,8,1,0
2992,1,2,37,17,3.4,4,17,3.4,4,3,2,19,17,14,27,0,17,11,4,13,0,0
2993,1,5,37,16,3.4,1,16,3.4,1,2,4,18,27,23,20,0,13,8,1,12,0,0
2994,1,4,29,11,3.6,3,11,3.6,3,3,6,14,24,25,20,26,12,7,11,8,16,0
2995,1,5,26,19,3.5,5,19,3.5,5,6,5,17,24,19,20,0,4,7,15,16,0,0
2996,1,1,32,1,3.7,6,1,3.7,6,1,4,15,21,24,22,26,12,11,14,15,7,0
2997,1,3,35,2,3.7,6,2,3.7,6,6,1,18,24,22,27,20,12,3,15,16,2,0
2998,1,0,26,32,2.8,4,32,2.8,4,6,4,23,14,0,0,0,12,4,0,0,0,0
2999,1,5,26,25,3.2,1,25,3.2,1,4,5,25,20,14,0,0,12,1,6,0,0,0
3000,1,2,28,23,3.5,3,23,3.5,3,6,2,18,25,23,22,0,10,11,3,2,0,0
3001,1,2,30,25,3.3,2,25,3.3,2,6,3,23,26,16,27,0,5,16,8,2,0,0
3002,1,1,24,17,3.7,2,17,3.7,2,4,5,14,26,24,25,27,17,10,2,9,13,0
3003,1,3,23,28,2.9,3,28,2.9,3,4,1,14,22,21,0,0,7,5,1,0,0,0
3004,1,5,28,26,2.7,2,26,2.7,2,3,5,17,26,0,0,0,11,1,0,0,0,0
3005,1,0,29,12,3.5,3,12,3.5,3,1,5,17,25,22,19,20,12,15,11,17,5,0
3006,1,5,37,37,2.6,3,37,2.6,3,2,4,14,24,0,0,0,6,1,0,0,0,0
3007,1,1,38,19,3.4,6,19,3.4,6,6,5,24,25,17,26,0,15,2,10,11,0,0
3008,1,0,27,27,3,5,27,3,5,2,3,19,24,15,0,0,5,14,12,0,0,0
3009,1,5,34,15,3.4,4,15,3.4,4,3,6,16,19,25,15,0,1,10,15,5,0,0
3010,1,0,27,37,3.1,5,37,3.1,5,2,1,23,26,0,0,0,12,8,0,0,0,0
3011,1,0,37,42,2.9,2,42,2.9,2,3,6,25,26,0,0,0,9,10,0,0,0,0
3012,1,4,24,12,3.7,1,12,3.7,1,2,5,19,18,14,26,20,12,5,13,11,16,0
3013,1,3,39,27,3.5,6,27,3.5,6,6,4,25,19,23,22,0,3,14,5,10,0,0
3014,1,5,33,34,3.2,6,34,3.2,6,5,2,14,21,25,0,0,11,15,2,0,0,0
3015,1,0,23,19,3.5,6,19,3.5,6,3,1,19,15,14,24,18,3,9,11,8,14,0
3016,1,4,27,39,3.3,3,39,3.3,3,5,6,19,24,16,0,0,8,12,11,0,0,0
3017,1,5,24,26,3.2,3,26,3.2,3,2,4,21,14,23,0,0,2,14,7,0,0,0
3018,1,1,22,37,3,3,37,3,3,5,1,25,23,0,0,0,6,7,0,0,0,0
3019,1,4,37,16,3.6,1,16,3.6,1,6,3,27,19,22,25,15,3,10,16,11,5,0
3020,1,5,28,8,3.7,4,8,3.7,4,1,5,18,25,17,27,20,5,1,16,8,9,0
3021,1,1,34,46,3.1,4,46,3.1,4,6,3,25,16,0,0,0,11,14,0,0,0,0
3022,1,0,31,19,3.3,4,19,3.3,4,3,1,14,20,18,22,0,12,17,14,1,0,0
3023,1,4,37,4,3.7,6,4,3.7,6,2,6,19,21,14,27,15,13,8,16,6,1,0
3024,1,5,35,29,3.3,6,29,3.3,6,2,4,24,27,15,0,0,15,9,12,0,0,0
3025,1,5,29,35,2.9,5,35,2.9,5,2,3,19,21,15,0,0,7,14,4,0,0,0
3026,1,4,32,26,3.3,5,26,3.3,5,5,3,27,16,20,25,0,3,16,1,12,0,0
3027,1,1,39,12,3.5,1,12,3.5,1,1,2,15,26,18,21,24,5,7,16,2,3,0
3028,1,5,25,2,3.5,2,2,3.5,2,6,5,21,27,25,22,19,2,7,10,4,6,0
3029,1,2,38,6,3.6,1,6,3.6,1,4,2,27,24,14,21,18,8,17,2,14,13,0
3030,1,1,25,26,2.7,4,26,2.7,4,5,1,25,24,0,0,0,12,11,0,0,0,0
3031,1,1,31,22,2.8,6,22,2.8,6,2,1,20,22,0,0,0,2,3,0,0,0,0
3032,1,5,36,26,2.7,3,26,2.7,3,6,1,27,24,0,0,0,10,11,0,0,0,0
3033,1,4,39,19,3.6,2,19,3.6,2,6,4,16,14,26,17,19,2,9,17,7,15,0
3034,1,5,36,39,3.1,2,39,3.1,2,6,3,25,14,18,0,0,6,14,4,0,0,0
3035,1,0,22,49,3.1,6,49,3.1,6,2,6,19,22,0,0,0,15,2,0,0,0,0
3036,1,0,32,22,2.6,6,22,2.6,6,1,3,20,14,0,0,0,11,2,0,0,0,0
3037,1,4,27,39,2.9,6,39,2.9,6,2,5,25,15,0,0,0,14,2,0,0,0,0
3038,1,2,38,20,2.9,2,20,2.9,2,6,4,23,26,20,0,0,15,14,10,0,0,0
3039,1,2,39,21,3.1,3,21,3.1,3,6,3,19,23,17,0,0,16,17,5,0,0,0
3040,1,5,38,22,2.9,4,22,2.9,4,4,2,22,14,0,0,0,9,1,0,0,0,0
3041,1,0,25,28,3.4,5,28,3.4,5,3,5,22,21,27,24,0,8,15,14,5,0,0
3042,1,5,26,5,3.7,6,5,3.7,6,4,6,15,23,16,14,24,17,13,12,1,11,0
3043,1,4,33,22,3,3,22,3,3,1,6,26,18,25,0,0,9,15,1,0,0,0
3044,1,4,27,8,3.7,4,8,3.7,4,1,5,14,16,22,18,24,5,17,15,14,10,0
3045,1,3,22,29,3.3,5,29,3.3,5,2,3,18,22,14,0,0,10,8,6,0,0,0
3046,1,2,27,19,3.6,5,19,3.6,5,6,2,20,25,16,19,22,11,15,4,5,16,0
3047,1,0,30,20,2.9,4,20,2.9,4,3,1,25,14,26,0,0,13,15,6,0,0,0
3048,1,5,33,35,3.1,1,35,3.1,1,4,2,15,21,0,0,0,7,5,0,0,0,0
3049,1,0,34,24,2.7,1,24,2.7,1,4,5,16,22,0,0,0,5,15,0,0,0,0
3050,1,3,25,38,2.8,6,38,2.8,6,2,4,27,17,0,0,0,9,5,0,0,0,0
3051,1,2,27,28,3.5,2,28,3.5,2,1,2,24,18,14,20,0,12,11,8,6,0,0
3052,1,4,27,8,3.6,6,8,3.6,6,2,6,14,26,25,17,19,3,13,11,16,12,0
3053,1,5,36,12,3.2,5,12,3.2,5,4,6,19,26,22,18,0,12,2,4,10,0,0
3054,1,0,30,20,3.1,3,20,3.1,3,3,2,18,24,16,0,0,15,10,2,0,0,0
3055,1,4,32,23,3.4,2,23,3.4,2,5,4,16,17,24,15,0,1,8,7,11,0,0
3056,1,1,37,11,3.6,6,11,3.6,6,3,6,25,17,15,20,16,11,8,4,16,10,0
3057,1,2,31,45,3.1,4,45,3.1,4,3,2,27,17,0,0,0,13,3,0,0,0,0
3058,1,0,28,36,3.2,6,36,3.2,6,4,6,18,16,14,0,0,2,7,6,0,0,0
3059,1,5,24,45,3,4,45,3,4,5,1,27,17,0,0,0,13,3,0,0,0,0
3060,1,3,35,36,2.6,3,36,2.6,3,1,6,18,16,0,0,0,3,2,0,0,0,0
3061,1,2,37,22,3.5,2,22,3.5,2,1,5,27,15,17,25,0,2,1,10,5,0,0
3062,1,2,36,26,3,1,26,3,1,6,5,21,16,27,0,0,15,5,7,0,0,0
3063,1,5,25,9,3.7,3,9,3.7,3,1,6,24,14,16,27,19,7,4,17,3,15,0
3064,1,2,30,21,3.1,6,21,3.1,6,5,6,25,22,0,0,0,17,1,0,0,0,0
3065,1,3,28,34,3.1,4,34,3.1,4,4,5,25,20,0,0,0,12,9,0,0,0,0
3066,1,2,32,26,3.1,5,26,3.1,5,5,6,15,18,17,0,0,3,10,7,0,0,0
3067,1,4,35,7,3.5,4,7,3.5,4,5,4,20,18,27,23,22,7,6,14,11,17,0
3068,1,3,38,15,3.5,6,15,3.5,6,2,6,17,19,16,15,22,7,10,17,5,3,0
3069,1,0,23,38,2.7,6,38,2.7,6,1,6,22,24,0,0,0,5,11,0,0,0,0
3070,1,4,27,27,3.4,2,27,3.4,2,3,2,23,16,26,24,0,2,16,12,5,0,0
3071,1,2,36,33,3.3,6,33,3.3,6,4,1,26,19,27,0,0,11,14,16,0,0,0
3072,1,4,23,33,2.7,2,33,2.7,2,2,3,20,18,0,0,0,16,9,0,0,0,0
3073,1,5,35,30,3,2,30,3,2,6,2,25,20,27,0,0,3,12,10,0,0,0
3074,1,3,27,45,2.7,1,45,2.7,1,2,3,20,21,0,0,0,8,17,0,0,0,0
3075,1,2,26,17,3.7,2,17,3.7,2,6,4,20,18,27,17,14,5,2,6,1,9,0
3076,1,1,24,28,3.3,1,28,3.3,1,1,5,18,22,14,20,0,1,16,6,10,0,0
3077,1,4,29,12,3.5,4,12,3.5,4,5,3,20,22,15,24,0,15,9,12,8,0,0
3078,1,4,23,31,2.8,3,31,2.8,3,3,4,17,14,0,0,0,15,3,0,0,0,0
3079,1,0,33,22,2.9,3,22,2.9,3,6,5,18,21,0,0,0,11,12,0,0,0,0
3080,1,3,38,47,2.7,6,47,2.7,6,1,5,16,23,0,0,0,16,7,0,0,0,0
3081,1,3,32,35,2.9,3,35,2.9,3,6,1,23,14,0,0,0,17,2,0,0,0,0
3082,1,3,31,10,3.6,4,10,3.6,4,1,6,25,17,16,18,26,14,16,4,8,15,0
3083,1,5,35,11,3.5,3,11,3.5,3,4,5,16,14,21,24,18,17,5,9,13,16,0
3084,1,1,37,11,3.5,2,11,3.5,2,6,3,26,15,23,18,0,7,3,13,11,0,0
3085,1,3,23,33,3,2,33,3,2,6,3,27,17,15,0,0,10,17,8,0,0,0
3086,1,3,38,17,3.4,4,17,3.4,4,2,5,19,17,16,23,0,2,7,12,17,0,0
3087,1,4,31,28,3.3,1,28,3.3,1,2,4,26,22,16,0,0,12,9,17,0,0,0
3088,1,0,36,18,3.7,4,18,3.7,4,4,3,17,26,14,18,19,2,5,7,16,8,0
3089,1,4,31,26,2.9,2,26,2.9,2,6,5,26,16,15,0,0,2,17,3,0,0,0
3090,1,0,27,21,2.9,1,21,2.9,1,2,1,15,22,14,0,0,1,8,2,0,0,0
3091,1,1,26,43,2.9,5,43,2.9,5,6,2,25,14,0,0,0,3,4,0,0,0,0
3092,1,5,37,14,3.6,3,14,3.6,3,4,5,19,25,17,18,20,5,4,1,14,17,0
3093,1,0,33,24,3.3,6,24,3.3,6,4,5,24,23,16,27,0,9,16,11,3,0,0
3094,1,4,28,31,3,4,31,3,4,3,1,19,23,0,0,0,9,6,0,0,0,0
3095,1,1,22,5,3.7,5,5,3.7,5,4,1,25,27,20,23,21,5,1,13,7,8,0
3096,1,2,30,2,3.7,6,2,3.7,6,6,1,15,18,27,16,19,5,11,13,9,1,0
3097,1,1,39,35,3.2,5,35,3.2,5,1,4,21,25,17,0,0,14,4,6,0,0,0
3098,1,3,27,39,2.9,6,39,2.9,6,6,5,24,17,15,0,0,16,3,8,0,0,0
3099,1,0,30,23,3.2,3,23,3.2,3,4,6,15,25,16,23,0,2,16,13,15,0,0
3100,1,1,29,27,3.3,5,27,3.3,5,2,4,26,17,23,0,0,10,7,16,0,0,0
3101,1,4,33,5,3.6,6,5,3.6,6,1,5,24,25,18,15,22,1,9,3,12,14,0
3102,1,4,31,20,2.7,3,20,2.7,3,4,1,15,23,0,0,0,16,7,0,0,0,0
3103,1,4,38,45,3.1,3,45,3.1,3,2,6,20,18,0,0,0,14,16,0,0,0,0
3104,1,5,38,31,3.3,6,31,3.3,6,6,3,20,16,18,0,0,5,16,3,0,0,0
3105,1,0,22,28,3.4,2,28,3.4,2,1,2,14,27,24,19,0,6,5,11,1,0,0
3106,1,3,38,14,3.5,1,14,3.5,1,3,1,20,24,14,21,0,1,10,8,16,0,0
3107,1,2,25,3,3.5,5,3,3.5,5,2,3,27,26,24,15,16,1,14,6,4,3,0
3108,1,2,33,25,3.2,4,25,3.2,4,4,6,15,22,26,27,0,1,14,6,8,0,0
3109,1,1,35,18,3.7,6,18,3.7,6,4,3,14,17,23,19,18,5,11,14,7,17,0
3110,1,2,25,10,3.5,2,10,3.5,2,6,2,22,24,17,23,26,17,14,1,13,7,0
3111,1,2,39,41,2.8,5,41,2.8,5,2,4,27,16,0,0,0,14,6,0,0,0,0
3112,1,5,33,19,3.5,3,19,3.5,3,4,6,26,20,17,23,0,11,9,3,1,0,0
3113,1,1,27,26,2.8,5,26,2.8,5,5,1,26,24,0,0,0,16,6,0,0,0,0
3114,1,5,28,33,2.6,6,33,2.6,6,4,6,22,27,0,0,0,2,1,0,0,0,0
3115,1,5,29,42,2.8,6,42,2.8,6,4,2,23,24,0,0,0,12,17,0,0,0,0
3116,1,4,26,48,2.7,1,48,2.7,1,2,3,24,18,0,0,0,5,13,0,0,0,0
3117,1,4,25,11,3.6,5,11,3.6,5,4,6,21,24,19,22,23,15,8,14,1,11,0
3118,1,4,24,6,3.5,4,6,3.5,4,3,6,25,19,21,24,20,10,4,11,13,5,0
3119,1,1,29,15,3.3,2,15,3.3,2,5,3,21,20,15,22,0,6,15,8,17,0,0
3120,1,2,26,23,3.3,3,23,3.3,3,6,5,23,16,15,20,0,3,1,6,17,0,0
3121,1,1,22,9,3.6,4,9,3.6,4,2,1,23,21,24,18,17,8,15,4,17,16,0
3122,1,2,39,9,3.5,1,9,3.5,1,2,4,21,27,18,16,20,1,9,17,15,12,0
3123,1,3,30,36,2.9,4,36,2.9,4,6,3,14,16,21,0,0,8,12,1,0,0,0
3124,1,5,23,17,3.6,1,17,3.6,1,3,2,26,23,17,21,19,11,12,2,3,8,0
3125,1,4,23,3,3.7,6,3,3.7,6,6,2,16,20,18,14,23,2,12,7,17,15,0
3126,1,0,39,23,3.4,4,23,3.4,4,6,1,23,18,16,25,0,1,17,6,9,0,0
3127,1,0,23,25,3.1,1,25,3.1,1,3,4,27,25,18,0,0,15,12,9,0,0,0
3128,1,2,32,23,3.1,6,23,3.1,6,1,4,18,20,16,0,0,11,12,6,0,0,0
3129,1,2,24,34,3.2,6,34,3.2,6,5,3,26,22,17,0,0,2,8,6,0,0,0
3130,1,0,29,23,3.2,1,23,3.2,1,4,1,21,14,19,18,0,9,17,6,16,0,0
3131,1,2,29,21,3.2,5,21,3.2,5,6,1,19,14,21,17,0,1,3,16,14,0,0
3132,1,3,38,9,3.7,3,9,3.7,3,2,4,19,27,18,25,21,1,4,3,2,17,0
3133,1,5,33,17,3.7,4,17,3.7,4,5,6,20,17,21,24,16,9,15,2,14,4,0
3134,1,4,27,11,3.4,3,11,3.4,3,2,1,15,25,18,21,0,14,17,8,1,0,0
3135,1,3,24,20,2.8,2,20,2.8,2,2,4,24,21,0,0,0,6,15,0,0,0,0
3136,1,5,39,23,2.9,4,23,2.9,4,5,1,14,27,0,0,0,6,12,0,0,0,0
3137,1,0,29,24,3.4,4,24,3.4,4,3,1,22,24,16,21,0,9,10,4,14,0,0
3138,1,1,27,31,3.1,3,31,3.1,3,5,2,18,16,0,0,0,13,15,0,0,0,0
3139,1,3,34,6,3.7,3,6,3.7,3,2,3,15,22,17,16,23,12,4,10,6,17,0
3140,1,5,24,21,2.9,1,21,2.9,1,1,4,15,24,0,0,0,3,13,0,0,0,0
3141,1,4,34,31,3,3,31,3,3,1,3,23,22,18,0,0,4,13,3,0,0,0
3142,1,5,26,48,2.7,5,48,2.7,5,2,6,25,16,0,0,0,14,6,0,0,0,0
3143,1,1,33,35,3.2,2,35,3.2,2,5,4,18,16,21,0,0,12,1,6,0,0,0
3144,1,1,35,43,3.1,5,43,3.1,5,4,6,26,18,0,0,0,12,6,0,0,0,0
3145,1,1,30,26,3,2,26,3,2,2,4,17,23,19,0,0,1,6,17,0,0,0
3146,1,1,34,35,3.3,5,35,3.3,5,4,3,18,19,27,0,0,11,5,16,0,0,0
3147,1,4,30,37,3.3,6,37,3.3,6,1,6,20,17,15,0,0,7,12,10,0,0,0
3148,1,3,23,33,3.1,5,33,3.1,5,2,4,24,23,16,0,0,1,17,15,0,0,0
3149,1,4,25,31,3.3,6,31,3.3,6,6,5,15,20,18,0,0,9,12,6,0,0,0
3150,1,0,30,16,3.5,6,16,3.5,6,5,3,17,27,23,21,0,12,1,8,9,0,0
3151,1,4,23,37,3.2,3,37,3.2,3,2,6,20,26,23,0,0,10,7,13,0,0,0
3152,1,1,31,18,3.5,4,18,3.5,4,1,3,17,21,20,26,18,14,13,17,12,16,0
3153,1,5,29,30,3,4,30,3,4,6,5,22,14,21,0,0,13,3,2,0,0,0
3154,1,0,23,29,3.5,1,29,3.5,1,4,5,22,21,26,24,0,13,4,11,9,0,0
3155,1,5,23,26,3.2,5,26,3.2,5,4,1,27,15,22,18,0,12,6,11,9,0,0
3156,1,1,34,13,3.6,1,13,3.6,1,5,3,17,25,14,18,16,8,14,2,5,16,0
3157,1,2,33,18,3.6,2,18,3.6,2,3,6,22,20,27,19,17,1,9,3,7,11,0
3158,1,2,36,10,3.5,5,10,3.5,5,3,1,21,18,20,14,0,10,5,14,7,0,0
3159,1,1,23,17,3.5,6,17,3.5,6,1,6,27,18,23,15,26,17,3,16,13,9,0
